Population,Amerindian,Arabian,Armenian,Basque,Central_African,Central_Euro,East_African,East_Asian,East_Balkan,East_Central_Asian,East_Central_Euro,East_Med,Eastern_Euro,Fennoscandian,French,Iberian,IndoChinese,Italian,Malayan,Near_Eastern,North_African,North_Atlantic,North_Caucasian,North_Sea,Northeast_African,Oceanian,Omotic,Pygmy,Siberian,South_Asian,South_Central_Asian,South_Chinese,VolgaUral,West_African,West_Caucasian,WestMed
Slovenian,0.05,0,0.738,1.034,0,8.922,0,0,6.741,0,16.171,1.091,9.819,8.113,4.297,9.833,0,11.76,0,0.488,0,6.244,2.756,8.888,0,0.032,0.013,0,0,0,0.114,0,0.263,0,0.83,1.794
Hungary,0.0932,0.3044,0.8308,1.1004,0,7.2576,0,0.0748,6.2108,0.0192,15.008,1.722,10.1564,8.0604,3.9804,8.7796,0.0048,10.0624,0.1208,1.0992,0.1692,7.5164,3.6228,9.1396,0.0064,0.164,0.0036,0,0.0584,0.2848,0.416,0.0584,1.0136,0,0.7628,1.8832
Slovak,0.035909091,0.077272727,0.506363636,1.709090909,0,7.06,0,0,6.155454546,0,20.42590909,0.821818182,14.07727273,9.394090909,4.138636364,6.318636364,0,8.981363636,0,0.166363636,0.066363636,6.840909091,2.228181818,7.527272727,0,0.045909091,0,0,0,0.045,0.037727273,0,1.293636364,0,0.577727273,1.46
Czechs_Moravians,0,0.037307692,0.7175,1.486153846,0,8.88,0,0,5.547692308,0,17.28,0.311538462,11.48942308,9.196346154,4.541730769,8.154230769,0.004615385,8.607115385,0.015192308,0.261730769,0.031923077,8.405961539,1.606538462,10.4725,0,0.004807692,0,0.001153846,0.013846154,0.009230769,0.139615385,0,0.765384615,0.004038462,0.591730769,1.414615385
German_East,0.001875,0.007916667,0.289583333,1.92,0.005,8.403125,0,0,4.794583333,0,16.05208333,0.115625,11.16895833,11.30833333,5.173333333,7.569166667,0,6.406041667,0,0.0325,0.05,10.06375,0.848541667,13.81645833,0,0.01625,0.005,0.001041667,0,0.018958333,0.0725,0,0.650833333,0,0.332083333,0.8675
German_North,0.020666667,0.076666667,0.373666667,1.784,0,7.792666667,0,0,3.93,0,8.604,0.109666667,5.818,11.35433333,6.883,8.830666667,0,8.743,0,0.174,0.031,14.00066667,1.107,18.82533333,0.014333333,0.012666667,0,0,0,0.030333333,0.109333333,0,0.432666667,0,0.463,0.475333333
South_Germany,0.087368421,0.250526316,0.857894737,1.978421053,0,6.660526316,0,0,4.54,0,8.35,1.097368421,4.498421053,8.347368421,6.387894737,12.19578947,0,13.62315789,0,0.468947368,0.103157895,11.03684211,1.444736842,14.35947368,0,0.084210526,0.008947368,0,0.034210526,0.026842105,0.211578947,0,0.46631579,0,0.928421053,1.943157895
German_West,0.049545455,0.141818182,0.686818182,1.946818182,0,6.809090909,0.003181818,0,4.459090909,0,7.466363636,1.198181818,4.4,8.211818182,7.046363636,12.13454545,0,12.89590909,0,0.251363636,0.005454546,11.38954545,2.096818182,15.77,0,0.033181818,0,0.009545455,0,0,0.262272727,0,0.254090909,0.014545455,0.801818182,1.658181818
Austria,0,0.231590909,1.280454546,1.471363636,0,7.701363636,0,0,6.426590909,0,11.09,1.242727273,8.433181818,8.328636364,5.868636364,10.95840909,0,11.74386364,0,0.624545455,0.065227273,9.244545455,1.608636364,10.27931818,0,0.025681818,0.015,0,0,0.031590909,0.107045455,0,0.773863636,0.006363636,0.997272727,1.436363636
Austria_Tyrol,0,0.09625,2.14,2.82875,0,6.5575,0,0,5.1575,0,4.17625,1.59625,4.115,7.43375,7.03125,8.605,0,18.1525,0,1.195,0.15625,10.91125,3.4375,10.8825,0,0,0,0,0,0,0,0,0.56375,0,1.63125,3.32375
Swiss_German,0.007894737,0.236842105,1.175789474,2.921052632,0,7.194210526,0,0,4.229473684,0.00631579,5.665789474,1.465789474,3.194736842,7.272631579,6.459473684,13.82210526,0,16.28263158,0,0.326842105,0.144210526,10.20263158,1.747894737,13.35526316,0,0,0.032631579,0,0,0,0.095789474,0,0.132105263,0.005789474,0.561578947,3.453684211
France,0.042,0.1832,0.5504,3.2892,0,4.8884,0.0028,0,2.9548,0,4.5916,0.5172,3.1816,5.2324,7.2544,21.1448,0.0368,15.4816,0,0.0816,0.3252,11.8672,1.1004,12.3712,0,0.0336,0.018,0,0,0.05,0.12,0,0.3316,0,0.2848,4.0884
France_Central,0,0.01,1.712,3.696,0,3.856,0,0,3.504,0,3.976,0.808,1.312,5.076,8.198,19.448,0,18.194,0,0.304,0,10.782,0.102,12.26,0,0,0,0,0.108,0,0,0,0,0,0.492,5.7075
FR_Bretagne,0.076,0,0,2.872,0,8.416,0,0,1.762,0,2.746,0,6.336,4.154,10.112,19.354,0,9.046,0,0,0,17.076,1.98,15.63,0,0,0,0,0,0.028,0.088,0,0.308,0,0,0.01
France_South,0.054285714,0.294285714,0.488571429,8.485714286,0,4.731428571,0,0,3.115714286,0,1.805714286,2.232857143,1.367142857,4.368571429,5.995714286,23.84857143,0,16.93428571,0,0.465714286,0.258571429,9.015714286,0.415714286,9.847142857,0.041428571,0.038571429,0,0,0,0,0,0,0.064285714,0,0.1,6.022857143
France_SW,0.029,0.223,0.082,30.368,0,2.841,0,0,1.486,0,2.099,0.257,0.702,1.236,4.893,31.566,0,9.282,0,0,0.245,5.035,0,5.271,0,0,0,0,0,0,0,0,0.274,0,0.075,4.025
France_NorthEast,0.13,0,0.35,3.4,0,5.65,0,0,1.52,0,6.43,0.32,3.42,7.43,6.48,17.13,0,14.05,0,0.1,0.08,12.14,3.3,17.01,0,0.04,0,0.04,0,0,0.06,0,0,0,0.29,0.62
France_NorthWest,0,0,0,3.278,0,5.977,0,0,2.068,0,5.618,0.305,2.435,7.013,7.308,16.78,0,13.125,0,0,0.198,15.613,1.128,15.603,0,0,0,0,0,0.098,0,0,0.522,0,0.335,2.583
Flemish,0.013333333,0.110769231,0.242948718,2.224102564,0,6.752820513,0,0,2.344230769,0,5.892051282,0.507692308,3.217435897,9.234871795,7.932948718,14.0598718,0,12.85384615,0,0.035,0.158846154,13.29051282,1.237692308,17.48141026,0,0.021410256,0,0.01,0,0.030384615,0.373717949,0.005769231,0.126923077,0,0.551025641,1.281794872
Central_Dutch,0.008947368,0,0.127368421,3.035263158,0,8.336842105,0,0,2.693684211,0,5.835789474,0,4.057894737,10.97263158,7.265263158,7.504210526,0,10.00736842,0.003684211,0,0.115789474,15.72368421,1.030526316,21.47736842,0,0.005263158,0,0,0,0,0.201052632,0,0.270526316,0,0.34,0.981052632
North_Dutch,0,0,0.125,1.98875,0,6.4725,0,0,2.3975,0,8.0225,0,3.1375,12.955,9.185,7.71875,0,5.58375,0,0,0,17.4475,0.75125,23.66625,0,0,0.01125,0,0,0.0275,0.17625,0,0.09125,0,0.105,0.14125
South_Dutch,0,0,0.434285714,2.644285714,0,8.755714286,0,0,2.454285714,0,6.26,0.14,2.92,7.992857143,7.087142857,12.44285714,0,13.34285714,0,0,0.114285714,13.34857143,2.437142857,17.27142857,0,0,0,0,0,0,0.077142857,0,0.09,0,0.358571429,0.875714286
Northern_Ireland,0.035454546,0,0.192727273,2.288181818,0,6.736363636,0,0,1.684545455,0,4.524545455,0,4.041818182,7.440909091,7.661818182,15.26,0,6.49,0,0,0,18.58818182,2.202727273,21.29636364,0,0,0,0,0,0,0.262727273,0,0.564545455,0.016363636,0.41,0.293636364
Ireland,0.082258065,0,0.079354839,2.222580645,0,6.111612903,0,0,0.874193548,0,6.146129032,0,5.839032258,7.404516129,8.509354839,14.58032258,0,5.580967742,0,0,0,19.12129032,2.683870968,18.44387097,0,0,0,0,0,0.008064516,0.71516129,0,0.461935484,0,0.420967742,0.434193548
Orcadian,0.178125,0,0.098125,2.191875,0,6.54875,0,0,1.72375,0,6.705,0,5.4575,9.0825,7.0775,14.290625,0,5.815,0,0,0,18.774375,1.62625,18.975,0,0.026875,0,0,0,0.004375,0.439375,0,0.52375,0,0.18,0.27125
Scotland,0.14375,0,0.070416667,2.515833333,0.050416667,6.847916667,0,0,1.482083333,0,5.392916667,0.038333333,4.591666667,8.8925,7.884166667,12.10708333,0,7.659166667,0,0,0,18.20625,1.5725,20.81166667,0,0.01,0,0.009166667,0,0.065833333,0.453333333,0,0.225833333,0.034583333,0.249583333,0.679166667
British_mixed,0.032083333,0.03125,0.142777778,1.990694444,0.013194444,7.594166667,0,0,2.03375,0,5.354027778,0.018888889,4.504861111,8.657222222,7.98,13.81222222,0.002083333,7.16125,0,0.037777778,0.034305556,17.46402778,1.723333333,19.79694444,0,0.017222222,0.019861111,0.00875,0,0,0.419861111,0.001388889,0.367916667,0.003194444,0.239305556,0.552222222
SE_England,0,0,0.078181818,2.055454546,0,7.624545455,0,0,2.119090909,0,7.52,0.253636364,3.436363636,9.123636364,8.688181818,11.75636364,0,10.33636364,0,0,0.008181818,14.41818182,0.8,19.60454545,0,0,0,0,0,0.028181818,0.258181818,0,0.417272727,0.021818182,0.237272727,1.206363636
Denmark,0.026052632,0,0.126052632,2.025789474,0.002368421,8.012894737,0.003421053,0,2.263421053,0,8.122631579,0,4.730789474,14.795,7.845263158,8.477368421,0,5.836578947,0,0,0.005263158,15.18236842,0.443421053,21.25657895,0,0.023157895,0.002105263,0,0,0.002105263,0.170789474,0,0.413421053,0,0.096842105,0.131842105
Sweden,0.07,0,0,1.87,0,7.63,0,0.12,1.8,0,8.92,0,6.39,17.63,5.54,6.78,0.02,7.25,0.01,0,0,14.25,0.16,20.2,0,0,0.06,0.02,0,0,0.15,0.03,0.66,0.01,0.29,0.14
Norway,0.055,0,0.03125,1.7590625,0,8.10125,0,0,2.06375,0.00375,7.1290625,0.016875,7.0003125,16.403125,6.5646875,8.588125,0.003125,3.693125,0,0,0.03625,15.37125,0.9096875,20.2259375,0,0.0284375,0.025625,0.035625,0.0190625,0.2359375,0.46625,0,0.781875,0.020625,0.1621875,0.2659375
Sweden_north,0.02,0,0.05,2.04,0,7.74,0,0,2.46,0,9.24,0.03,7.2,23.7,5.31,5.53,0,2.33,0,0.01,0,14.15,0.74,18.75,0,0.05,0,0.1,0,0,0.02,0,0.42,0,0.1,0.01
Norway_north,0.344642857,0,0.040714286,1.503571429,0,6.1425,0,0,1.255,0.051071429,6.296428571,0.003214286,6.326785714,29.845,5.956071429,5.608928571,0,2.690357143,0,0.002142857,0.007857143,12.80964286,1.166428571,17.42678571,0.005714286,0.052142857,0,0.005,0.375,0.115,0.425357143,0,1.450714286,0,0.015357143,0.064642857
Latvian,0,0,0,0.62,0,7.435,0,0,3.24,0,30.98,0,21.15,19.425,1.965,0,0,0,0,0,0,5.31,0,8.33,0,0,0,0,0,0,0,0,0.81,0,0,0
Lithuanian,0,0,0,0,0,8.18,0,0,5.04,0,34.73,0,19.69,17.14,0.06,0.09,0,0,0,0,0,6.46,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0
Belarusian_West,0.06,0,0.045,1.183,0.018,8.073,0.01,0,7.012,0,25.901,0.104,17.622,12.806,2.333,5.32,0.005,2.163,0,0,0,6.12,1.153,7.625,0,0.017,0.01,0.002,0,0,0.017,0,1.75,0,0.269,0.373
Belarusian_East,0,0.01,0.09,0.56,0,8.74,0,0,5.91,0,26.95,0.02,18.6,13.24,2.41,3.37,0,1.82,0,0,0.02,6.77,1.53,6.72,0,0,0,0,0,0.03,0.53,0,2.07,0,0.38,0.23
Belarusian_Polesye,0,0,0,0.99,0,7.47,0.02,0,7.8,0,26.73,0.35,16.96,12.8,2.06,4.83,0,3.42,0,0.07,0,6.58,0.47,7.74,0,0,0,0,0,0.01,0.38,0,1.2,0.01,0,0.11
Russian_Bryansk,0,0,0.05,1.57,0,9.65,0,0,5.06,0,28.09,0.02,15.69,14.45,3.31,3.1,0,2.09,0,0,0,5.44,1.24,6.53,0,0.01,0,0.09,0,0,0,0,2.94,0,0.67,0
Russian_Center,0.22,0.03,0.21,0.71,0.06,7.94,0,0.03,5.89,0.02,24.18,0.13,20.06,14.53,3.04,3.71,0,1.75,0,0,0.02,5.51,2.58,5.76,0,0.26,0.01,0,0,0.1,0.07,0,2.94,0.03,0.14,0.07
Russian_Don_Cossack,0.44,0,0.09,1.91,0.1,8.83,0,0.02,7.4,0.26,21.4,0.72,17.21,11.9,2.03,4.04,0.14,1.71,0.03,0.01,0.02,6.99,3.15,6.81,0.02,0.19,0.13,0.22,0.15,0.21,0.22,0.17,3.04,0,0.17,0.27
Russian_Kostroma,0.5,0.01,0,0.35,0,4.63,0,0,4.28,0.19,16.93,0.01,21.08,24.48,1.76,1.29,0.03,0.05,0.15,0,0.02,5.55,2.81,7.26,0,0.06,0,0,1.81,0.1,0.61,0,5.98,0.03,0.01,0.02
Russian_Kursk,0,0,0.01,0.77,0,6.82,0,0,6.2,0,24.22,0.05,20.15,13.63,3.43,2.42,0,2.91,0,0.05,0.22,5.02,3.63,7.71,0,0.1,0,0.01,0,0,0.52,0,2.1,0.01,0,0.02
Russian_Meshtchyora,0.72,0,0,0.81,0,6.19,0,0.17,6.97,0.2,21.06,0,20.79,15.99,2.65,2.54,0.01,0.89,0.06,0,0,5.07,2.68,7.73,0,0.11,0,0.01,0.29,0.23,1.6,0,3.22,0,0.01,0
Russian_North_Solvychegodsk,0.25,0,0.03,1.02,0.01,4.99,0,0,3.58,0.2,17.17,0,21.64,25.47,3.44,0.08,0.04,0.97,0.17,0,0.02,5.17,0.99,5.85,0,0.04,0,0,2.41,0.01,1.3,0,4.9,0.03,0,0.22
Russian_Novgorod,0,0,0,0.86,0,7.08,0,0,5.43,0,22.69,0,19.79,24.54,1.7,0.01,0,0.61,0,0,0.02,3.6,0.59,8.45,0,0.11,0,0,0.19,0,0.03,0,3.49,0,0,0.81
Russian_Pskov,0,0,0,1.35,0,5.6,0,0,6.68,0,28.96,0,20.41,17.21,4.14,1.44,0,0.69,0,0,0.02,4.27,0.01,6.56,0,0,0,0.12,0,0,0,0,2.54,0,0,0
Russian_Oryol,0.09,0,0.37,1.47,0,7.96,0,0,6.61,0,23.38,0.04,18.77,12.99,2.6,2.97,0,3.38,0,0,0.04,5.9,3.46,6.83,0,0.05,0,0,0,0,0.02,0,2.72,0,0.35,0
Russian_Perm,0.28,0,0,0.8,0.01,4.59,0,0.18,3.34,0.03,16.46,0,20.56,21.6,2.04,1.36,0.15,0.39,0,0,0.02,4.16,1.59,8.08,0,0.08,0.01,0.02,5.53,0.54,1.5,0,6.47,0,0.16,0.05
Russian_Pinega,0.75,0.01,0,0.49,0.03,3.47,0,0,1.2,0,14.69,0,23.5,36.37,0.43,0.03,0,0,0,0.01,0.02,2.82,0.01,5.11,0,0.08,0.02,0,5.43,0.23,0.12,0,5.08,0.1,0,0
Russian_Smolensk,0,0.06,0.2,1.46,0,8.21,0,0,6.96,0,25.43,0.03,20.12,13.48,2.21,4.06,0,1.78,0,0,0,5.71,1.34,6.78,0,0.02,0,0,0,0.07,0.02,0,1.45,0,0.23,0.38
Russian_Tambov,0.01,0.07,0.02,1.57,0.01,7.92,0,0,6.68,0,21.97,0.23,20.04,13.46,1.02,5.73,0,2.39,0.01,0,0.02,5.39,2.75,5.12,0,0.02,0,0.01,0.12,0.89,0.46,0,3.77,0,0.31,0.01
Russian_Tver,0.25,0,0.04,0.62,0,9.97,0,0,3.94,0,20.71,0,20.33,17.4,4.02,0.21,0.02,1.38,0.29,0,0.02,7.89,1.64,7.38,0,0.05,0.1,0.07,0.09,0.22,0.79,0,2.57,0,0,0
Russian_Voronezh,0.1,0.49,0.44,1.3,0.03,7.83,0,0,7.94,0,22.78,0,18.29,13.59,2.04,3.16,0,2.21,0,0,0.26,5.1,2.52,8.08,0,0.05,0.07,0.02,0,0.14,0.01,0,3.21,0,0.13,0.21
Russian_Vyatka,0.61,0,0,1.07,0.01,4.68,0,0,2.64,0.35,16.57,0,24.36,22.05,1.87,1.85,0,0.35,0,0.01,0.02,3.91,1.47,7.01,0,0.22,0,0.05,3.24,0.01,1.07,0,5.93,0.13,0.52,0
Moldavian,0.42,0.33,1.03,0.95,0.06,7.67,0.16,0,8.26,0,16.55,1.59,14.08,9.71,1.76,5.79,0.21,8.51,0.03,2.15,0.01,4.62,3.26,5.76,0.02,0.19,0.2,0.3,0,1.3,1,0,1.77,0.09,0.95,1.27
Carpathian_Rusyns,0.041428571,0.38,0.745714286,1.837857143,0,8.482857143,0,0,8.243571429,0,20.66857143,0.911428571,13.58428571,8.483571429,3.082142857,7.158571429,0,8.413571429,0,0.317857143,0.064285714,5.525,1.300714286,7.34,0,0.029285714,0,0.011428571,0,0.069285714,0.14,0,1.482857143,0,0.372142857,1.305714286
Ukrainian_Chernigov,0,0,0.06,0.6,0,8.32,0.05,0,8.18,0,25.81,0.12,17.57,12.79,1.53,1.73,0,5.24,0,0.01,0.02,7.01,1.05,7.3,0,0.22,0,0.02,0,0,0,0,1.46,0,0.22,0.69
Ukrainian_West,0.1,0,1.01,1.02,0,7.53,0,0,6.9,0,19.28,0.24,15.95,12.12,5.05,5.28,0,4.18,0,0.1,0.02,8.4,2.13,6.67,0,0.06,0,0.01,0,0,0.27,0,1.97,0,0.75,0.96
Ukrainian_Central,0.043529412,0.097352941,0.225882353,1.203235294,0,7.489117647,0,0.01,6.601176471,0,23.79764706,0.602058824,17.41205882,10.725,3.395,3.782058824,0,6.185588235,0,0.160294118,0.041176471,6.390588235,2.34,6.775588235,0,0.041470588,0.004117647,0.007941177,0.033235294,0.027941177,0.172058824,0,1.936176471,0.011764706,0.125882353,0.354117647
PL_Sudovia,0,0,0,1.59,0,9.273,0,0,5.867,0,31.877,0,17.64,13.047,0.31,1.883,0,0,0,0,0,4.767,0,11.167,0,0,0,0,0,0,0,0,2.577,0,0,0
PL_Wielkopolska,0.010588235,0,0.100909091,0.466111111,0,10.05625,0,0,6.79,0,22.958125,0,14.091875,11.57625,3.173125,4.100625,0,3.786111111,0,0,0,9.3375,0.3225,11.485625,0,0,0,0,0,0,0,0,0.448181818,0,0.036428571,0.227272727
PL_SE_Carpathia,0,0.004166667,0.561666667,1.045833333,0,7.645,0,0,6.383333333,0,20.79416667,0.126666667,15.14666667,12.11166667,3.016666667,7.105,0,5.2725,0,0.046666667,0,6.451666667,1.126666667,10.615,0,0,0.0075,0.026666667,0,0,0.005,0,1.615,0,0.303333333,0.588333333
PL_Mazovia,0.021,0.044,0,1.022,0,9.325,0,0,6.503,0,26.138,0.009,16.924,11.43,4.225,4.06,0,2.391,0,0,0.053,6.828,0.498,9.365,0,0.017,0,0,0,0,0.016,0,0.884,0,0.048,0.194
PL_South_Poland,0.056153846,0.024615385,0.56,1.235,0,8.241538462,0,0,7.062692308,0,20.70538462,0.263846154,15.415,9.86,3.918461539,6.583846154,0,6.334615385,0,0.214230769,0.016153846,6.807692308,1.589615385,8.896923077,0,0.035384615,0.011923077,0,0,0.245,0.239615385,0,1.043846154,0,0.087692308,0.536538462
PL_Upper_Silesia,0,0,0.635,1.11,0,8.148,0,0,6.699,0,20.396,0.108,15.927,10.52,4.665,6.415,0,5.477,0,0.072,0.089,7.162,1.306,9.658,0,0.02,0,0,0,0,0.059,0,0.782,0,0.092,0.643
Pl_Kashubians,0,0,0,1.816666667,0,9.961111111,0,0,3.743333333,0,23.76111111,0,14.54222222,13.39333333,3.642222222,4.463333333,0,2.956666667,0,0,0,8.458888889,0.346666667,11.97444444,0,0,0,0,0,0,0,0,0.277777778,0.075555556,0.545555556,0.038888889
Pl_north,0,0,0.005,1.393333333,0,9.081666667,0,0,5.64,0,21.54833333,0.003333333,15.72166667,9.4,3.715,4.44,0,1.39,0,0,0,10.75666667,0.378333333,14.82166667,0,0,0,0.073333333,0,0,0.301666667,0,1.126666667,0,0,0.196666667
PL_Podlasie_East_Mazovia,0,0,0.421,1.614,0,9.201,0,0,6.928,0,29.085,0,16.482,13.42,3.042,1.778,0,1.142,0,0,0.143,6.057,0.217,9.32,0,0,0,0,0,0,0.224,0,0.915,0,0,0.01
PL_mixed,0.042820513,0.034102564,0.2524,1.078108108,0.001794872,8.779324324,0.004102564,0,6.895135135,0,23.40066667,0.135897436,15.88945946,10.85756757,4.375135135,5.526351351,0,3.765945946,0,0.071025641,0.013846154,6.46,1.182763158,9.04027027,0.003974359,0.035384615,0.003333333,0.005512821,0,0,0.157792208,0,1.271066667,0.002692308,0.240384615,0.333866667
Estonian,0.16,0,0,0.9,0.04,5.62,0,0,3.45,0,19.65,0,15.87,32.92,2.58,0.82,0,0.37,0.1,0,0.02,5.72,0.04,8.66,0,0.02,0,0,0,0.08,0.74,0,2.22,0.02,0,0
Finnish_East,0,0,0,0.42,0,1.04,0,0,0,0,5,0,5.13,81.99,0,0,0,0,0,0,0,2.32,0,0.01,0,0.41,0,0,1.42,0,0,0,2.26,0,0,0
Finnish_Inkeri,0.26,0,0,0,0,1.27,0,0.02,0.88,0.87,7.73,0,12.56,70.79,1.24,0.15,0.35,0,0,0,0.02,2.09,0,0.79,0,0,0,0,0.06,0,0,0.02,0.42,0.32,0.02,0.14
Finnish_SW,0.46,0,0.26,1.38,0.07,1.98,0,0,1.6,0,5.93,0,8.41,60.3,2.06,2.35,0.07,0.04,0.01,0,0.02,1.15,0,9.7,0,0.15,0.02,0,0,0.74,0.15,0.01,2.36,0,0.41,0.37
Karelian,0.39,0,0,0.6,0.04,2.92,0,0.04,0.92,0.09,9.98,0,16.56,53.15,0.89,0.4,0.01,0.01,0.06,0,0.02,2.86,0.17,4.35,0,0.13,0,0.08,2.75,0.11,0.24,0.04,3.13,0.04,0,0.02
Komi,1.08,0,0.01,0.25,0.01,4.22,0,0,1.09,0.24,11.57,0,20.55,21.55,1.16,0.09,0,0.11,0.03,0,0.02,4.7,2.97,4.79,0,0.04,0.01,0.04,12.06,0.09,3.95,0,9.23,0.02,0.12,0
Vepsian,0.41,0,0,0.43,0,4.01,0,0,1.47,0.03,12.04,0,19.8,44.92,0.81,0.58,0,0.02,0.18,0,0.02,2.79,0.1,4.42,0,0.04,0,0,3.38,0.18,0.29,0,4.04,0.04,0,0
Mari,1.09,0,0,0.2,0.07,2.39,0.04,0,0.29,1.78,5.63,0,16.41,13.35,0.74,0.11,0.01,0,0,0,0,2.25,1.68,1.7,0,0.09,0.01,0,19.17,0.36,3.32,0,29.14,0.13,0.04,0
Moksha,0.72,0,1.2,1.38,0,6.57,0,0.01,2.63,0,17.26,0.02,22.47,13.18,2.75,0.14,0.07,0.36,0,0,0.02,7.09,5.97,5.8,0,0.06,0,0.04,2.89,0.29,2.24,0.07,6.76,0,0.01,0
Erzya,1.29,0,0.09,0.01,0,6.48,0,0.08,5.33,0.1,16.86,0,22.61,14.85,2.51,0.06,0,0.8,0,0,0,7.26,3.63,6.35,0,0,0,0.07,3.62,0.01,1.43,0.06,6.47,0,0,0.03
Udmurt,2.3,0,0,0.14,0.01,2.22,0,0,0.2,0.16,5.87,0,18.4,15.19,0.53,0.04,0,0,0,0,0.02,5.59,4.14,4.72,0,0.01,0,0.01,18.71,0.26,8.38,0,13.03,0,0.07,0
Saami,1.41,0,0,0.08,0.04,0.01,0,0,0,1.01,0.41,0,11.74,56.18,0.04,0,0,0,0,0,0.02,0.6,0,1.63,0,0.06,0,0.01,19.64,0.02,0,0,7.1,0,0,0
Saami_NO,1.43,0,0,0.111428571,0,1.001428571,0,0,0.397142857,0.355714286,2.11,0,10.55571429,55.69428571,1.331428571,0.115714286,0,0,0,0,0,3.601428571,0,4.141428571,0,0.224285714,0,0.041428571,12.83714286,0.037142857,0.2,0,5.788571429,0.024285714,0,0
Mixed_Inuit,18.626,0.166,0.175,1.054,0.015,2.418,0.047,0.003,1.488,0.001,3.499,0.285,3.889,5.082,2.286,4.767,0.008,2.9,0.031,0.179,0.033,7.325,0.911,6.785,0.056,0.128,0.011,0.057,33.784,0.421,1.36,0.022,1.68,0.052,0.115,0.33
Inuit,33.483,0,0,0,0,0,0,0.067,0,0,0.038,0,0.058,0.385,0,0,0.022,0,0.25,0,0,0,0,0,0,0.045,0,0.06,65.322,0.023,0.135,0.057,0.05,0,0,0
Saqqaq,6.88,0,0,0,1.21,0,0,5.51,0,0,2.58,0,0.88,2.1,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,69.59,1.86,0.16,0,2.3,4.89,0,0
Argentina,18.86,1.14,1.34,4.97,0.08,2.9,0.2,0.08,2.35,0.13,1.84,3.76,1.47,2.07,3.71,17.94,0.07,11.59,0.1,3.2,2.35,5.04,1.16,5.14,0.57,0.09,0.15,0.13,0.7,0.18,0.24,0.08,0.51,0.86,0.86,4.12
Puerto_Rico,12.8,1.2,0.3,4.4,0.4,2.8,1.1,0.1,1.5,0.3,1.5,1.9,1,1.6,4.1,18.8,0.1,12.7,0,2.7,4.9,5.8,0.3,4.8,1.4,0.1,0.3,0.4,0.4,0.1,0.1,0,0.2,6.5,0.8,4.6
Castizo_Mexicans,24.59136364,1.713636364,0.764545455,4.443636364,0.144090909,1.809545455,0.391818182,0.411818182,2.308636364,0.468636364,1.126363636,1.869545455,1.863181818,1.702272727,2.711363636,16.71409091,0.367727273,8.155909091,0.060909091,3.574090909,2.394090909,6.054545455,0.723636364,4.667727273,0.772272727,0.146363636,0.273636364,0.386818182,1.578181818,0.045,0.637272727,0.13,0.630909091,1.815454546,0.561818182,3.965454546
Mestizo_Mexicans,40.37131579,0.949210526,0.414473684,3.363947368,0.252105263,1.474473684,0.476052632,0.410789474,1.439210526,0.748684211,1.451578947,1.560526316,1.48131579,1.412894737,2.291842105,12.15842105,0.177105263,5.399473684,0.401578947,2.423684211,2.420263158,3.297631579,0.540526316,3.385263158,0.374210526,0.105789474,0.24631579,0.208421053,3.586578947,0.172631579,0.608684211,0.108157895,0.522631579,2.658684211,0.568947368,2.517105263
White_Mexicans,12.66111111,1.787222222,0.951666667,4.315,0.094444444,2.443055556,0.198888889,0.115555556,2.411111111,0.144722222,1.998888889,3.708055556,1.405833333,2.066111111,4.234444444,20.05777778,0.204444444,11.96111111,0.228611111,4.804722222,3.536944444,4.99,0.717777778,5.7425,0.748888889,0.184444444,0.149444444,0.160277778,0.533055556,0.088611111,0.15,0.040555556,0.582222222,1.480277778,0.226111111,4.856944444
Ecuador,42.261,1.068,1.027,2.534,0.211,1.73,0.648,0.166,1.546,0.039,1.334,0.078,0.882,2.697,0.862,9.704,0,7.592,0,0.773,2.274,3.871,0.644,4.123,0.232,0.956,0.814,0,2.459,0.309,0,0.11,0.603,4.598,0.144,3.697
Chile_Mestizo,37.84571429,0.672857143,2.02,4.995714286,0.157142857,0.758571429,0,0.084285714,1.308571429,0.295714286,2.767142857,1.571428571,2.287142857,0.737142857,2.228571429,14.43,0,4.775714286,0,2.145714286,3.281428571,3.445714286,1.031428571,3.861428571,0.377142857,0.11,0.297142857,0.07,3.018571429,0.082857143,0.422857143,0.088571429,0.322857143,0.965714286,0.378571429,3.14
Chile_Castizo,21.03714286,1.374285714,0.312857143,4.597142857,0,2.235714286,0.178571429,0.314285714,3.388571429,0.16,3.095714286,2.645714286,1.934285714,2.002857143,4.22,22.32142857,0,7.465714286,0.285714286,1.452857143,1.81,4.131428571,2.154285714,4.845714286,0.26,0.087142857,0.054285714,0.151428571,0.758571429,0.18,1.018571429,0,0.667142857,0.07,0.092857143,4.674285714
Panama,66.73666667,0,0.51,0.2,0.323333333,0,0.33,0.626666667,0.696666667,0.833333333,1.483333333,0.123333333,0.43,0.03,0.626666667,3.4,0.503333333,2.283333333,0,0,1.123333333,1.466666667,0.17,2.006666667,0,0.133333333,0.2,0.496666667,4.54,0,0.59,0.433333333,1.03,7.436666667,0.786666667,0.413333333
